"Sample_ID","NAT_LOC","Sample_type","WaterYear","Site_name","River","Watershed","Lat_dd","Long_dd","Source","Sr8786","SD"
"MOH99195","MOH","otolith_juvenile",1999,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7076620235,NA
"MOH99196","MOH","otolith_juvenile",1999,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707912003,NA
"MOH99200","MOH","otolith_juvenile",1999,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7077585155,NA
"MOK00031","MOK","otolith_juvenile",2000,"Mokelumne River","Mokelumne River","Mokelumne River",38.221051,-121.042848,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.707208044,NA
"MOK16001","MOK","otolith_juvenile",2016,"Mokelumne River","Mokelumne River","Mokelumne River",38.221051,-121.042848,"This study",0.706823148497282,NA
"MOK16002","MOK","otolith_juvenile",2016,"Mokelumne River","Mokelumne River","Mokelumne River",38.221051,-121.042848,"This study",0.7068429208312,NA
"MOK16005","MOK","otolith_juvenile",2016,"Mokelumne River","Mokelumne River","Mokelumne River",38.221051,-121.042848,"This study",0.70691449164536,NA
"MOK16007","MOK","otolith_juvenile",2016,"Mokelumne River","Mokelumne River","Mokelumne River",38.221051,-121.042848,"This study",0.706955414680866,NA
"MOK16012","MOK","otolith_juvenile",2016,"Mokelumne River","Mokelumne River","Mokelumne River",38.221051,-121.042848,"This study",0.707048713581581,NA
"MOK17003","MOK","otolith_juvenile",2017,"Mokelumne River","Mokelumne River","Mokelumne River",38.221051,-121.042848,"This study",0.707119483193859,NA
"MOK17004","MOK","otolith_juvenile",2017,"Mokelumne River","Mokelumne River","Mokelumne River",38.221051,-121.042848,"This study",0.707146135714024,NA
"MOK17005","MOK","otolith_juvenile",2017,"Mokelumne River","Mokelumne River","Mokelumne River",38.221051,-121.042848,"This study",0.707128539188396,NA
"MOK17006","MOK","otolith_juvenile",2017,"Mokelumne River","Mokelumne River","Mokelumne River",38.221051,-121.042848,"This study",0.707044856300933,NA
"MOK17009","MOK","otolith_juvenile",2017,"Mokelumne River","Mokelumne River","Mokelumne River",38.221051,-121.042848,"This study",0.707249678695632,NA
"MOK18001","MOK","otolith_juvenile",2018,"Mokelumne River","Mokelumne River","Mokelumne River",38.221051,-121.042848,"This study",0.706797046968632,NA
"MOK18002","MOK","otolith_juvenile",2018,"Mokelumne River","Mokelumne River","Mokelumne River",38.221051,-121.042848,"This study",0.706808744033238,NA
"MOK18003","MOK","otolith_juvenile",2018,"Mokelumne River","Mokelumne River","Mokelumne River",38.221051,-121.042848,"This study",0.706801402835916,NA
"MOK18004","MOK","otolith_juvenile",2018,"Mokelumne River","Mokelumne River","Mokelumne River",38.221051,-121.042848,"This study",0.706783389560135,NA
"MOK2014-146","MOK","otolith_juvenile",2014,"Mokelumne River","Mokelumne River","Mokelumne River",38.221051,-121.042848,"This study",0.706829551,NA
"MOK2014-149","MOK","otolith_juvenile",2014,"Mokelumne River","Mokelumne River","Mokelumne River",38.221051,-121.042848,"This study",0.706771122,NA
"MOK2014-158","MOK","otolith_juvenile",2014,"Mokelumne River","Mokelumne River","Mokelumne River",38.221051,-121.042848,"This study",0.706827207,NA
"MOK2015-008","MOK","otolith_juvenile",2015,"Mokelumne River","Mokelumne River","Mokelumne River",38.221051,-121.042848,"This study",0.7066324835,NA
"MOK2015-020","MOK","otolith_juvenile",2015,"Mokelumne River","Mokelumne River","Mokelumne River",38.221051,-121.042848,"This study",0.706714296,NA
"MOK2015-022","MOK","otolith_juvenile",2015,"Mokelumne River","Mokelumne River","Mokelumne River",38.221051,-121.042848,"This study",0.706707429,NA
"MR12001","MER","otolith_juvenile",2012,"Merced River","Merced River","Merced River",37.514478,-120.441888,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.708460633552007,NA
"MR12002","MER","otolith_juvenile",2012,"Merced River","Merced River","Merced River",37.514478,-120.441888,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.708368188747439,NA
"MR12008","MER","otolith_juvenile",2012,"Merced River","Merced River","Merced River",37.514478,-120.441888,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.70854152665935,NA
"MR12010","MER","otolith_juvenile",2012,"Merced River","Merced River","Merced River",37.514478,-120.441888,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.708582692444667,NA
"MR12012","MER","otolith_juvenile",2012,"Merced River","Merced River","Merced River",37.514478,-120.441888,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.708573629222226,NA
"MR13001","MER","otolith_juvenile",2013,"Merced River","Merced River","Merced River",37.514478,-120.441888,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.708446635769117,NA
"MR13002","MER","otolith_juvenile",2013,"Merced River","Merced River","Merced River",37.514478,-120.441888,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.708616814374058,NA
"MR13004","MER","otolith_juvenile",2013,"Merced River","Merced River","Merced River",37.514478,-120.441888,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.708511637323911,NA
"MR13005","MER","otolith_juvenile",2013,"Merced River","Merced River","Merced River",37.514478,-120.441888,"This study",0.708494625168228,NA
"MR14001","MER","otolith_juvenile",2014,"Merced River","Merced River","Merced River",37.514478,-120.441888,"This study",0.708591826407121,NA
"MR14003","MER","otolith_juvenile",2014,"Merced River","Merced River","Merced River",37.514478,-120.441888,"This study",0.708498770795816,NA
"MR14004","MER","otolith_juvenile",2014,"Merced River","Merced River","Merced River",37.514478,-120.441888,"This study",0.708231336736995,NA
"MR14006","MER","otolith_juvenile",2014,"Merced River","Merced River","Merced River",37.514478,-120.441888,"This study",0.708085077716333,NA
"MR14007","MER","otolith_juvenile",2014,"Merced River","Merced River","Merced River",37.514478,-120.441888,"This study",0.708234915645991,NA
"MR30010","MER","otolith_juvenile",2003,"Merced River","Merced River","Merced River",37.514478,-120.441888,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.708787392,NA
"MR30016","MER","otolith_juvenile",2003,"Merced River","Merced River","Merced River",37.514478,-120.441888,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.708704812,NA
"MR30020","MER","otolith_juvenile",2003,"Merced River","Merced River","Merced River",37.514478,-120.441888,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7088404925,NA
"MR30026","MER","otolith_juvenile",2003,"Merced River","Merced River","Merced River",37.514478,-120.441888,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.708769139,NA
"MR30028","MER","otolith_juvenile",2003,"Merced River","Merced River","Merced River",37.514478,-120.441888,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.708393971,NA
"NIH052115-1","NIH","otolith_juvenile",2015,"Nimbus Hatchery","American River","American River",38.635337,-121.226091,"This study",0.7097128215,NA
"NIH052115-2","NIH","otolith_juvenile",2015,"Nimbus Hatchery","American River","American River",38.635337,-121.226091,"This study",0.709756407,NA
"NIH052115-3","NIH","otolith_juvenile",2015,"Nimbus Hatchery","American River","American River",38.635337,-121.226091,"This study",0.709661549,NA
"NIH052115-4","NIH","otolith_juvenile",2015,"Nimbus Hatchery","American River","American River",38.635337,-121.226091,"This study",0.709764428,NA
"NIH052115-5","NIH","otolith_juvenile",2015,"Nimbus Hatchery","American River","American River",38.635337,-121.226091,"This study",0.7095704705,NA
"NIH17002","NIH","otolith_juvenile",2017,"Nimbus Hatchery","American River","American River",38.635337,-121.226091,"This study",0.709957190913008,NA
"NIH17005","NIH","otolith_juvenile",2017,"Nimbus Hatchery","American River","American River",38.635337,-121.226091,"This study",0.709920615595726,NA
"NIH17007","NIH","otolith_juvenile",2017,"Nimbus Hatchery","American River","American River",38.635337,-121.226091,"This study",0.709803925143181,NA
"NIH17008","NIH","otolith_juvenile",2017,"Nimbus Hatchery","American River","American River",38.635337,-121.226091,"This study",0.70975495784347,NA
"NIH17015","NIH","otolith_juvenile",2017,"Nimbus Hatchery","American River","American River",38.635337,-121.226091,"This study",0.709929183874644,NA
"NIH19001","NIH","otolith_juvenile",2019,"Nimbus Hatchery","American River","American River",38.635337,-121.226091,"This study",0.709676438448918,NA
"NIH19002","NIH","otolith_juvenile",2019,"Nimbus Hatchery","American River","American River",38.635337,-121.226091,"This study",0.709992088391359,NA
"NIH19003","NIH","otolith_juvenile",2019,"Nimbus Hatchery","American River","American River",38.635337,-121.226091,"This study",0.709749519183289,NA
"NIH19004","NIH","otolith_juvenile",2019,"Nimbus Hatchery","American River","American River",38.635337,-121.226091,"This study",0.709995842590318,NA
"NIH19005","NIH","otolith_juvenile",2019,"Nimbus Hatchery","American River","American River",38.635337,-121.226091,"This study",0.710101397731228,NA
"NIH463","NIH","otolith_juvenile",2002,"Nimbus Hatchery","American River","American River",38.635337,-121.226091,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.7098384775,NA
"NIH467","NIH","otolith_juvenile",2002,"Nimbus Hatchery","American River","American River",38.635337,-121.226091,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.7096318455,NA
"NIH486","NIH","otolith_juvenile",2002,"Nimbus Hatchery","American River","American River",38.635337,-121.226091,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.7097935915,NA
"NIH493","NIH","otolith_juvenile",2002,"Nimbus Hatchery","American River","American River",38.635337,-121.226091,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.7096630305,NA
"NIH503","NIH","otolith_juvenile",2002,"Nimbus Hatchery","American River","American River",38.635337,-121.226091,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.709605675,NA
"NIH57301","MOH","otolith_cwt",2017,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"This study",0.70749841,NA
"NIH57302","NIH","otolith_cwt",2017,"Nimbus Hatchery","American River","American River",38.635337,-121.226091,"This study",0.709603989,NA
"NIH57304","NIH","otolith_cwt",2017,"Nimbus Hatchery","American River","American River",38.635337,-121.226091,"This study",0.7097251005,NA
"NIH57305","MOH","otolith_cwt",2017,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"This study",0.707527387,NA
"NIH57317","MOH","otolith_cwt",2017,"Mokelumne River Fish Facility","Mokelumne River","Mokelumne River",38.226497,-121.028054,"This study",0.707599757,NA
"SAC17001","SAC","otolith_juvenile",2017,"Sacramento River","Sacramento River","Sacramento River",40.705804,-122.442494,"This study",0.706135998519093,NA
"SAC17002","SAC","otolith_juvenile",2017,"Sacramento River","Sacramento River","Sacramento River",40.705804,-122.442494,"This study",0.705201169522571,NA
"SAC17003","SAC","otolith_juvenile",2017,"Sacramento River","Sacramento River","Sacramento River",40.705804,-122.442494,"This study",0.705323377538683,NA
"SAC17005","SAC","otolith_juvenile",2017,"Sacramento River","Sacramento River","Sacramento River",40.705804,-122.442494,"This study",0.70559050671519,NA
"SAC17006","SAC","otolith_juvenile",2017,"Sacramento River","Sacramento River","Sacramento River",40.705804,-122.442494,"This study",0.70569751546228,NA
"SAC17007","SAC","otolith_juvenile",2017,"Sacramento River","Sacramento River","Sacramento River",40.705804,-122.442494,"This study",0.706237713844379,NA
"SAC17008","SAC","otolith_juvenile",2017,"Sacramento River","Sacramento River","Sacramento River",40.705804,-122.442494,"This study",0.705572101527425,NA
"SAC17009","SAC","otolith_juvenile",2017,"Sacramento River","Sacramento River","Sacramento River",40.705804,-122.442494,"This study",0.705301985652274,NA
"SAC17010","SAC","otolith_juvenile",2017,"Sacramento River","Sacramento River","Sacramento River",40.705804,-122.442494,"This study",0.705312104322263,NA
"SAC17011","SAC","otolith_juvenile",2017,"Sacramento River","Sacramento River","Sacramento River",40.705804,-122.442494,"This study",0.705505064567634,NA
"SAC17012","SAC","otolith_juvenile",2017,"Sacramento River","Sacramento River","Sacramento River",40.705804,-122.442494,"This study",0.705844843050774,NA
"SAC17013","SAC","otolith_juvenile",2017,"Sacramento River","Sacramento River","Sacramento River",40.705804,-122.442494,"This study",0.705486957319367,NA
"SAC17014","SAC","otolith_juvenile",2017,"Sacramento River","Sacramento River","Sacramento River",40.705804,-122.442494,"This study",0.7053194417193,NA
"SAC17015","SAC","otolith_juvenile",2017,"Sacramento River","Sacramento River","Sacramento River",40.705804,-122.442494,"This study",0.706077395904673,NA
"SJ3.9","SJR","otolith_juvenile",2014,"San Joaquin River","San Joaquin River","San Joaquin River",36.860664,-119.843682,"This study",0.7077483745,NA
"SJ4.6","SJR","otolith_juvenile",2014,"San Joaquin River","San Joaquin River","San Joaquin River",36.860664,-119.843682,"This study",0.707630986,NA
"SJ5.7","SJR","otolith_juvenile",2014,"San Joaquin River","San Joaquin River","San Joaquin River",36.860664,-119.843682,"This study",0.7077140025,NA
"SJ6.6","SJR","otolith_juvenile",2014,"San Joaquin River","San Joaquin River","San Joaquin River",36.860664,-119.843682,"This study",0.707635823,NA
"SJ7.5","SJR","otolith_juvenile",2014,"San Joaquin River","San Joaquin River","San Joaquin River",36.860664,-119.843682,"This study",0.707778271,NA
"SR00093","STA","otolith_juvenile",2000,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.706511936,NA
"SR00095","STA","otolith_juvenile",2000,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.706405934,NA
"SR00096","STA","otolith_juvenile",2000,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.706237628,NA
"SR00098","STA","otolith_juvenile",2000,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.706339764,NA
"SR00118","STA","otolith_juvenile",2000,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.706530936,NA
"SR00119","STA","otolith_juvenile",2000,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.706548937,NA
"SR00121","STA","otolith_juvenile",2000,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7065224365,NA
"SR110001","STA","otolith_juvenile",2011,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.706430531,NA
"SR110003","STA","otolith_juvenile",2011,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.706521445,NA
"SR110004","STA","otolith_juvenile",2011,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.706320991,NA
"SR11001","STA","otolith_juvenile",2011,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.706566678652894,NA
"SR11002","STA","otolith_juvenile",2011,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.706323422084098,NA
"SR11003","STA","otolith_juvenile",2011,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.706513515089284,NA
"SR11005","STA","otolith_juvenile",2011,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.706352710244115,NA
"SR11006","STA","otolith_juvenile",2011,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.706402360297293,NA
"SR120001","STA","otolith_juvenile",2012,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.706495147,NA
"SR120002","STA","otolith_juvenile",2012,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.706303239,NA
"SR120003","STA","otolith_juvenile",2012,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.706493618,NA
"SR120004","STA","otolith_juvenile",2012,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.7064163105,NA
"SR120013","STA","otolith_juvenile",2012,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.706410273,NA
"SR120014","STA","otolith_juvenile",2012,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.706526246,NA
"SR120015","STA","otolith_juvenile",2012,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.70643215,NA
"SR120016","STA","otolith_juvenile",2012,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.7065591745,NA
"SR120018","STA","otolith_juvenile",2012,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.706405812,NA
"SR120019","STA","otolith_juvenile",2012,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.706449287,NA
"SR120020","STA","otolith_juvenile",2012,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.706463626,NA
"SR120021","STA","otolith_juvenile",2012,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.706429837,NA
"SR130009","STA","otolith_juvenile",2013,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.7064015,NA
"SR130051","STA","otolith_juvenile",2013,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.706350518,NA
"SR130052","STA","otolith_juvenile",2013,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.706169332,NA
"SR130053","STA","otolith_juvenile",2013,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.706246248,NA
"SR130054","STA","otolith_juvenile",2013,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.706628395,NA
"SR130055","STA","otolith_juvenile",2013,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.706299706,NA
"SR130056","STA","otolith_juvenile",2013,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.706444095,NA
"SR130057","STA","otolith_juvenile",2013,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.706279788,NA
"SR130060","STA","otolith_juvenile",2013,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al. (2020) Global Change Biology 26: 1235– 1247.",0.706450298,NA
"SR14001","STA","otolith_juvenile",2014,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.706312851223647,NA
"SR14003","STA","otolith_juvenile",2014,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.706322526692691,NA
"SR14005","STA","otolith_juvenile",2014,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.706220076000538,NA
"SR14006","STA","otolith_juvenile",2014,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.706161859496413,NA
"SR14008","STA","otolith_juvenile",2014,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.706454112076116,NA
"SR15001","STA","otolith_juvenile",2015,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.706348624039164,NA
"SR15002","STA","otolith_juvenile",2015,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.706158135802559,NA
"SR15003","STA","otolith_juvenile",2015,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.706459419388181,NA
"SR15004","STA","otolith_juvenile",2015,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.706405333296784,NA
"SR15005","STA","otolith_juvenile",2015,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.706127755194112,NA
"SR16001","STA","otolith_juvenile",2016,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.706255304210363,NA
"SR16002","STA","otolith_juvenile",2016,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.706371633218754,NA
"SR16003","STA","otolith_juvenile",2016,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.706281447945378,NA
"SR16004","STA","otolith_juvenile",2016,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.706621161793844,NA
"SR16005","STA","otolith_juvenile",2016,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.706250767041998,NA
"SR16010","STA","otolith_juvenile",2016,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.707112286511256,NA
"SR16011","STA","otolith_juvenile",2016,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.707392110639498,NA
"SR17001","STA","otolith_juvenile",2017,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.706397244092471,NA
"SR17004","STA","otolith_juvenile",2017,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.70619811564792,NA
"SR18001","STA","otolith_juvenile",2018,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.706729562024394,NA
"SR18002","STA","otolith_juvenile",2018,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.706383258514729,NA
"SR18003","STA","otolith_juvenile",2018,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.706303316419285,NA
"SR18004","STA","otolith_juvenile",2018,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.706573949437659,NA
"SR18005","STA","otolith_juvenile",2018,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.706795985178897,NA
"SR99147","STA","otolith_juvenile",1999,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.70652978,NA
"SR99149","STA","otolith_juvenile",1999,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.706658775,NA
"SR99150","STA","otolith_juvenile",1999,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.706576778,NA
"SR99151","STA","otolith_juvenile",1999,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.706353994,NA
"SR99152","STA","otolith_juvenile",1999,"Stanislaus River","Stanislaus River","Stanislaus River",37.810022,-120.673784,"This study",0.706650374,NA
"TH052015-1","THE","otolith_juvenile",2015,"Thermalito Forebay","Feather River","Feather River",39.529161,-121.594045,"This study",0.707113276,NA
"TH052015-2","THE","otolith_juvenile",2015,"Thermalito Forebay","Feather River","Feather River",39.529161,-121.594045,"This study",0.707474132,NA
"TH052015-3","THE","otolith_juvenile",2015,"Thermalito Forebay","Feather River","Feather River",39.529161,-121.594045,"This study",0.707292998,NA
"TH052015-4","THE","otolith_juvenile",2015,"Thermalito Forebay","Feather River","Feather River",39.529161,-121.594045,"This study",0.707475343,NA
"TH052015-5","THE","otolith_juvenile",2015,"Thermalito Forebay","Feather River","Feather River",39.529161,-121.594045,"This study",0.70758205,NA
"TH16040","THE","otolith_juvenile",2016,"Thermalito Forebay","Feather River","Feather River",39.529161,-121.594045,"This study",0.706762289326047,NA
"TH16041","THE","otolith_juvenile",2016,"Thermalito Forebay","Feather River","Feather River",39.529161,-121.594045,"This study",0.707281587772231,NA
"TH16048","THE","otolith_juvenile",2016,"Thermalito Forebay","Feather River","Feather River",39.529161,-121.594045,"This study",0.707131319537468,NA
"TH16050","THE","otolith_juvenile",2016,"Thermalito Forebay","Feather River","Feather River",39.529161,-121.594045,"This study",0.707166057493206,NA
"TH16052","THE","otolith_juvenile",2016,"Thermalito Forebay","Feather River","Feather River",39.529161,-121.594045,"This study",0.706866956818397,NA
"TH40132","THE","otolith_juvenile",2004,"Thermalito Forebay","Feather River","Feather River",39.529161,-121.594045,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7060252905,NA
"TH40133","THE","otolith_juvenile",2004,"Thermalito Forebay","Feather River","Feather River",39.529161,-121.594045,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.705727807,NA
"TH40135","THE","otolith_juvenile",2004,"Thermalito Forebay","Feather River","Feather River",39.529161,-121.594045,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.706320072,NA
"TH40136","THE","otolith_juvenile",2004,"Thermalito Forebay","Feather River","Feather River",39.529161,-121.594045,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.7064596945,NA
"TH40139","THE","otolith_juvenile",2004,"Thermalito Forebay","Feather River","Feather River",39.529161,-121.594045,"Sturrock et al (2015). PLoS ONE 10(5): e0122380.",0.706457274,NA
"THE18001","THE","otolith_juvenile",2018,"Thermalito Forebay","Feather River","Feather River",39.529161,-121.594045,"This study",0.707164945956379,NA
"THE18002","THE","otolith_juvenile",2018,"Thermalito Forebay","Feather River","Feather River",39.529161,-121.594045,"This study",0.707112052183076,NA
"THE18003","THE","otolith_juvenile",2018,"Thermalito Forebay","Feather River","Feather River",39.529161,-121.594045,"This study",0.707314681403619,NA
"THE18005","THE","otolith_juvenile",2018,"Thermalito Forebay","Feather River","Feather River",39.529161,-121.594045,"This study",0.707627868946535,NA
"THE18006","THE","otolith_juvenile",2018,"Thermalito Forebay","Feather River","Feather River",39.529161,-121.594045,"This study",0.707282726009147,NA
"THE18007","THE","otolith_juvenile",2017,"Thermalito Forebay","Feather River","Feather River",39.529161,-121.594045,"This study",0.707195270069668,NA
"THE18008","THE","otolith_juvenile",2018,"Thermalito Forebay","Feather River","Feather River",39.529161,-121.594045,"This study",0.707352402081053,NA
"THE18009","THE","otolith_juvenile",2018,"Thermalito Forebay","Feather River","Feather River",39.529161,-121.594045,"This study",0.707438999965193,NA
